hgnc_id	symbol	name	locus_group	locus_type	alias_symbol	prev_symbol	gene_group	gene_group_id	ensembl_gene_id
HGNC:31428	GPR15LG	G protein-coupled receptor 15 ligand	protein-coding gene	gene with protein product	UNQ1833|RLLV1833|FLJ21763|CSBF|AP-57|GPR15L	C10orf99			ENSG00000188373
HGNC:13301	GPR62	G protein-coupled receptor 62	protein-coding gene	gene with protein product			G protein-coupled receptors, Class A orphans	262	ENSG00000180929
HGNC:4517	GPR65	G protein-coupled receptor 65	protein-coding gene	gene with protein product	hTDAG8|TDAG8		G protein-coupled receptors, Class A orphans	262	ENSG00000140030
HGNC:20145	GPR143	G protein-coupled receptor 143	protein-coding gene	gene with protein product		OA1	7TM uncharacterized proteins	310	ENSG00000101850
HGNC:22951	GPR155	G protein-coupled receptor 155	protein-coding gene	gene with protein product	DEP.7|PGR22|DEPDC3|LYCHOS|FLJ31819		DEP domain containing	2329	ENSG00000163328
HGNC:23687	GPR157	G protein-coupled receptor 157	protein-coding gene	gene with protein product	FLJ12132		7TM uncharacterized proteins	310	ENSG00000180758
HGNC:13310	GPRC5D	G protein-coupled receptor class C group 5 member D	protein-coding gene	gene with protein product			G protein-coupled receptors, Class C orphans	285	ENSG00000111291
HGNC:4559	GPX7	glutathione peroxidase 7	protein-coding gene	gene with protein product	FLJ14777|GPX6|NPGPx		Glutathione peroxidase family	3475	ENSG00000116157
HGNC:4567	GRB7	growth factor receptor bound protein 7	protein-coding gene	gene with protein product			Pleckstrin homology domain containing|SH2 domain containing|Growth factor receptor bound protein 7 family	682|741|4035	ENSG00000141738
HGNC:4564	GRB10	growth factor receptor bound protein 10	protein-coding gene	gene with protein product			Pleckstrin homology domain containing|SH2 domain containing|Growth factor receptor bound protein 7 family	682|741|4035	ENSG00000106070
HGNC:4579	GRIK1	glutamate ionotropic receptor kainate type subunit 1	protein-coding gene	gene with protein product	GluK1	GLUR5	Glutamate ionotropic receptor kainate type subunits	1199	ENSG00000171189
HGNC:4581	GRIK3	glutamate ionotropic receptor kainate type subunit 3	protein-coding gene	gene with protein product	GluK3|GLUR7		Glutamate ionotropic receptor kainate type subunits	1199	ENSG00000163873
HGNC:4586	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	protein-coding gene	gene with protein product	GluN2B|NR2B	NMDAR2B	Glutamate ionotropic receptor NMDA type subunits	1201	ENSG00000273079
HGNC:4596	GRM4	glutamate metabotropic receptor 4	protein-coding gene	gene with protein product	GPRC1D|mGlu4|MGLUR4		Glutamate metabotropic receptors	281	ENSG00000124493
HGNC:4601	GRN	granulin precursor	protein-coding gene	gene with protein product	PCDGF|PGRN|CLN11				ENSG00000030582
HGNC:21270	GRWD1	glutamate rich WD repeat containing 1	protein-coding gene	gene with protein product	WDR28|GRWD|RRB1		WD repeat domain containing	362	ENSG00000105447
HGNC:4634	GSTM2	glutathione S-transferase mu 2	protein-coding gene	gene with protein product	GST4		Soluble glutathione S-transferases	567	ENSG00000213366
HGNC:4643	GSTZ1	glutathione S-transferase zeta 1	protein-coding gene	gene with protein product	GSTZ1-1|MAAI|MAI		Soluble glutathione S-transferases	567	ENSG00000100577
HGNC:4647	GTF2A2	general transcription factor IIA subunit 2	protein-coding gene	gene with protein product	TFIIA|HsT18745		General transcription factor IIA complex subunits	1748	ENSG00000140307
HGNC:4651	GTF2E2	general transcription factor IIE subunit 2	protein-coding gene	gene with protein product	TFIIE-B|FE|TF2E2		General transcription factor IIE complex subunits	1746	ENSG00000197265
HGNC:25007	GTPBP8	GTP binding protein 8	protein-coding gene	gene with protein product	HSPC135				ENSG00000163607
HGNC:4680	GUCA1C	guanylate cyclase activator 1C	protein-coding gene	gene with protein product	GCAP3		EF-hand domain containing	863	ENSG00000138472
HGNC:4687	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	protein-coding gene	gene with protein product	GC-SB3|GC-S-beta-1	GUC1B3|GUCY1B3	Soluble guanylate cyclases	820	ENSG00000061918
HGNC:4715	H1-1	H1.1 linker histone, cluster member	protein-coding gene	gene with protein product	H1.1|H1a	H1F1|HIST1H1A	H1 histones	1935	ENSG00000124610
HGNC:4760	H2BC21	H2B clustered histone 21	protein-coding gene	gene with protein product	H2B/q|H2B.1|H2BE|H2B-GL105	H2B|H2BFQ|HIST2H2BE	H2B histones	1937	ENSG00000184678
HGNC:4793	H4C9	H4 clustered histone 9	protein-coding gene	gene with protein product	H4/m	H4FM|HIST1H4I	H4 histones|Proteins encoded by multiple genes	1939|2293	ENSG00000276180
HGNC:4785	H4C11	H4 clustered histone 11	protein-coding gene	gene with protein product	H4/e|H4F2iv	H4FE|HIST1H4J	H4 histones|Proteins encoded by multiple genes	1939|2293	ENSG00000197238
HGNC:24175	HACD3	3-hydroxyacyl-CoA dehydratase 3	protein-coding gene	gene with protein product	B-ind1|HSPC121	PTPLAD1	3-hydroxyacyl-CoA dehydratase family	2025	ENSG00000074696
HGNC:4799	HADH	hydroxyacyl-CoA dehydrogenase	protein-coding gene	gene with protein product	HADH1|SCHAD	HADHSC	Oxidoreductases	4070	ENSG00000138796
HGNC:17410	HAPLN2	hyaluronan and proteoglycan link protein 2	protein-coding gene	gene with protein product	BRAL1		V-set domain containing|Hyaluronan and proteoglycan link protein family	590|3804	ENSG00000132702
HGNC:30103	HAPSTR1	HUWE1 associated protein modifying stress responses	protein-coding gene	gene with protein product	FLJ41272|PRO0149|TAPR1	C16orf72			ENSG00000182831
HGNC:4820	HAS3	hyaluronan synthase 3	protein-coding gene	gene with protein product			Glycosyltransferase family 2	428	ENSG00000103044
HGNC:4821	HAT1	histone acetyltransferase 1	protein-coding gene	gene with protein product	KAT1		Lysine acetyltransferases	486	ENSG00000128708
HGNC:4853	HDAC2	histone deacetylase 2	protein-coding gene	gene with protein product	RPD3|YAF1|KDAC2		Histone deacetylases, class I|EMSY complex|NuRD complex subunits|SIN3 histone deacetylase complex subunits|CoREST complex subunits|MiDAC complex subunits|MIER complex subunits|RERE complex subunits	989|1243|1305|1306|1386|2103|3798|3799	ENSG00000196591
HGNC:14064	HDAC6	histone deacetylase 6	protein-coding gene	gene with protein product	KIAA0901|JM21|HD6|FLJ16239|PPP1R90|KDAC6		Ring finger proteins|Protein phosphatase 1 regulatory subunits|Histone deacetylases, class IIB	58|694|993	ENSG00000094631
HGNC:24937	HDGFL3	HDGF like 3	protein-coding gene	gene with protein product	HRP-3|Hdgfrp3		Heparin binding growth factor family	1418	ENSG00000166503
HGNC:25517	HEATR1	HEAT repeat containing 1	protein-coding gene	gene with protein product	FLJ10359|BAP28|UTP10		Minor histocompatibility antigens|UTPa subcomplex|Armadillo like helical domain containing	870|1483|1492	ENSG00000119285
HGNC:24076	HEATR6	HEAT repeat containing 6	protein-coding gene	gene with protein product	ABC1|FLJ22087		Armadillo like helical domain containing|MicroRNA protein coding host genes	1492|1691	ENSG00000068097
HGNC:17176	HEBP1	heme binding protein 1	protein-coding gene	gene with protein product	HEBP|HBP		Receptor ligands	542	ENSG00000013583
HGNC:26072	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	protein-coding gene	gene with protein product	FLJ20637		HECT and RLD domain containing E3 ubiquitin protein ligases	1885	ENSG00000138642
HGNC:13744	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	protein-coding gene	gene with protein product	KIAA0025|Mif1|HERP|SUP	HERPUD1-IT1			ENSG00000051108
HGNC:5192	HES1	hes family bHLH transcription factor 1	protein-coding gene	gene with protein product	FLJ20408|HES-1|bHLHb39	HRY	Basic helix-loop-helix proteins	420	ENSG00000114315
HGNC:4897	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	protein-coding gene	gene with protein product	Hrs|ZFYVE8|Vps27		Zinc fingers FYVE-type|ESCRT-0|MicroRNA protein coding host genes	81|1115|1691	ENSG00000185359
HGNC:4907	HIBADH	3-hydroxyisobutyrate dehydrogenase	protein-coding gene	gene with protein product	NS5ATP1		Oxidoreductases	4070	ENSG00000106049
HGNC:15736	HID1	HID1 domain containing	protein-coding gene	gene with protein product	DMC1|HID-1	C17orf28			ENSG00000167861
HGNC:4910	HIF1A	hypoxia inducible factor 1 subunit alpha	protein-coding gene	gene with protein product	MOP1|HIF-1alpha|PASD8|HIF1|bHLHe78		Basic helix-loop-helix proteins|PAS domain containing|Hypoxia inducible factor subunits	420|2127|4144	ENSG00000100644
HGNC:19007	HIPK4	homeodomain interacting protein kinase 4	protein-coding gene	gene with protein product	FLJ32818		Homeodomain interacting protein kinase family	3446	ENSG00000160396
HGNC:4922	HK1	hexokinase 1	protein-coding gene	gene with protein product	HKI		Hexokinase family	3429	ENSG00000156515
HGNC:5002	HMG20B	high mobility group 20B	protein-coding gene	gene with protein product	SOXL|HMGX2|BRAF35|SMARCE1r|BRAF25|HMGXB2		Non-canonical high mobility group|CoREST complex subunits	512|1386	ENSG00000064961
HGNC:5009	HMGA2	high mobility group AT-hook 2	protein-coding gene	gene with protein product	BABL|LIPO	HMGIC	Canonical high mobility group	511	ENSG00000149948
HGNC:5006	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	protein-coding gene	gene with protein product			Oxidoreductases	4070	ENSG00000113161
HGNC:5007	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	protein-coding gene	gene with protein product		HMGCS	3-hydroxy-3-methylglutaryl-CoA synthase family	4152	ENSG00000112972
HGNC:4989	HMGN4	high mobility group nucleosomal binding domain 4	protein-coding gene	gene with protein product	NHC	HMG17L3	Canonical high mobility group	511	ENSG00000182952
HGNC:28982	HMGXB3	HMG-box containing 3	protein-coding gene	gene with protein product	SMF|KIAA0194	HMGX3	Non-canonical high mobility group	512	ENSG00000113716
HGNC:5013	HMOX1	heme oxygenase 1	protein-coding gene	gene with protein product	bK286B10|HO-1		Heme oxygenase family	3873	ENSG00000100292
HGNC:17513	HOMER2	homer scaffold protein 2	protein-coding gene	gene with protein product	CPD|Cupidin|Vesl-2|HOMER-2B|HOMER-2|HOMER-2A|DFNA68		Homer scaffold proteins 	871	ENSG00000103942
HGNC:19885	HOOK2	hook microtubule tethering protein 2	protein-coding gene	gene with protein product	HK2		FHF complex|HOOK family	2012|3500	ENSG00000095066
HGNC:5106	HOXA5	homeobox A5	protein-coding gene	gene with protein product		HOX1C|HOX1	HOXL subclass homeoboxes	518	ENSG00000106004
HGNC:5100	HOXA10	homeobox A10	protein-coding gene	gene with protein product		HOX1H|HOX1	HOXL subclass homeoboxes	518	ENSG00000253293
HGNC:5120	HOXB9	homeobox B9	protein-coding gene	gene with protein product		HOX2E|HOX2	HOXL subclass homeoboxes	518	ENSG00000170689
HGNC:5157	HPRT1	hypoxanthine phosphoribosyltransferase 1	protein-coding gene	gene with protein product	HGPRT	HPRT	Phosphoribosyltransferases	4139	ENSG00000165704
HGNC:5185	HRK	harakiri, BCL2 interacting protein	protein-coding gene	gene with protein product	DP5		BCL2 homology region 3 (BH3) only	1277	ENSG00000135116
HGNC:5193	HS2ST1	heparan sulfate 2-O-sulfotransferase 1	protein-coding gene	gene with protein product	KIAA0448		Sulfotransferases, membrane bound	763	ENSG00000153936
HGNC:19419	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	protein-coding gene	gene with protein product	3-OST-5		Sulfotransferases, membrane bound	763	ENSG00000249853
HGNC:5203	HSBP1	heat shock factor binding protein 1	protein-coding gene	gene with protein product					ENSG00000230989
HGNC:4800	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	protein-coding gene	gene with protein product	ERAB|MHBD|17b-HSD10|ABAD|SDR5C1|MRPP2|CAMR	HADH2|MRXS10	Short chain dehydrogenase/reductase superfamily|Mitochondrial RNase P complex	743|1534	ENSG00000072506
HGNC:22960	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	protein-coding gene	gene with protein product	RetSDR2|17-BETA-HSD11|17-BETA-HSDXI|PAN1B|SDR16C2	DHRS8	Short chain dehydrogenase/reductase superfamily	743	ENSG00000198189
HGNC:5258	HSP90AB1	heat shock protein 90 alpha family class B member 1	protein-coding gene	gene with protein product		HSPC2|HSPCB	Heat shock 90kDa proteins	586	ENSG00000096384
HGNC:5232	HSPA1A	heat shock protein family A (Hsp70) member 1A	protein-coding gene	gene with protein product	HSP70-1	HSPA1	Heat shock 70kDa proteins|TIM23 complex	583|1552	ENSG00000204389
